workload,db,strategy,arm,metric,n_seeds,mean_pct,median_pct,ci_lo,ci_hi,min_pct,max_pct,sign_consistency,verdict,per_seed
C,orig,2f_slru,async,e2e_us,10,5.68,2.37,-0.35,11.86,-7.1,20.44,7/10,directional,seed01=-7.1;seed02=0.1;seed03=2.8;seed04=17.4;seed05=2.0;seed06=-6.9;seed07=-3.1;seed08=20.4;seed09=17.1;seed10=14.1
C,orig,2f_slru,async,e2e_warm_us,10,-11.73,-15.41,-16.66,-6.53,-23.25,1.14,9/10,robust,seed01=-19.1;seed02=-15.8;seed03=-15.0;seed04=-2.1;seed05=-15.8;seed06=-23.3;seed07=-19.4;seed08=-0.1;seed09=1.1;seed10=-7.9
C,orig,2f_slru,async,first_query_us,10,-90.06,-90.06,-90.48,-89.65,-91.07,-89.04,10/10,robust,seed01=-91.1;seed02=-90.0;seed03=-90.4;seed04=-89.4;seed05=-90.1;seed06=-91.0;seed07=-90.7;seed08=-89.0;seed09=-89.5;seed10=-89.3
C,orig,2f_slru,pread,e2e_us,10,219.19,219.67,201.57,236.65,172.48,269.74,10/10,robust,seed01=172.5;seed02=216.3;seed03=223.1;seed04=239.6;seed05=209.0;seed06=180.4;seed07=196.3;seed08=269.7;seed09=245.7;seed10=239.3
C,orig,2f_slru,pread,e2e_warm_us,10,201.84,203.37,185.36,218.24,160.52,248.94,10/10,robust,seed01=160.5;seed02=201.4;seed03=205.3;seed04=220.1;seed05=191.1;seed06=164.1;seed07=180.0;seed08=248.9;seed09=229.4;seed10=217.5
C,orig,2f_slru,pread,first_query_us,10,-90.19,-90.29,-90.69,-89.69,-91.28,-88.99,10/10,robust,seed01=-91.3;seed02=-90.3;seed03=-90.6;seed04=-89.2;seed05=-90.3;seed06=-91.3;seed07=-91.0;seed08=-89.0;seed09=-89.5;seed10=-89.5
C,orig,2f_top100,async,e2e_us,10,-34.49,-38.72,-42.94,-25.2,-54.71,-12.55,10/10,robust,seed01=-54.7;seed02=-12.5;seed03=-45.4;seed04=-39.8;seed05=-45.5;seed06=-15.8;seed07=-12.8;seed08=-37.6;seed09=-43.4;seed10=-37.4
C,orig,2f_top100,async,e2e_warm_us,10,-51.79,-59.33,-60.38,-42.08,-66.79,-27.28,10/10,robust,seed01=-66.8;seed02=-27.3;seed03=-63.3;seed04=-59.3;seed05=-63.1;seed06=-31.8;seed07=-29.1;seed08=-58.4;seed09=-59.4;seed10=-59.4
C,orig,2f_top100,async,first_query_us,10,-70.34,-79.49,-79.9,-60.15,-83.08,-45.78,10/10,robust,seed01=-83.1;seed02=-45.8;seed03=-81.5;seed04=-79.4;seed05=-81.2;seed06=-48.1;seed07=-46.2;seed08=-78.8;seed09=-79.7;seed10=-79.6
C,orig,2f_top100,pread,e2e_us,10,68.18,73.64,59.84,75.85,41.99,81.55,10/10,robust,seed01=42.0;seed02=54.1;seed03=60.2;seed04=78.4;seed05=58.4;seed06=81.5;seed07=78.1;seed08=80.2;seed09=69.1;seed10=79.7
C,orig,2f_top100,pread,e2e_warm_us,10,50.86,55.6,43.65,57.59,29.83,65.33,10/10,robust,seed01=29.8;seed02=39.3;seed03=42.4;seed04=58.7;seed05=40.7;seed06=65.3;seed07=61.9;seed08=59.2;seed09=53.3;seed10=57.9
C,orig,2f_top100,pread,first_query_us,10,-73.15,-79.55,-80.8,-62.71,-83.18,-41.41,10/10,robust,seed01=-83.2;seed02=-81.2;seed03=-81.3;seed04=-79.2;seed05=-80.9;seed06=-41.4;seed07=-46.4;seed08=-78.8;seed09=-79.7;seed10=-79.4
C,orig,2f_top14,async,e2e_us,10,-39.35,-48.64,-50.22,-27.87,-63.63,-12.49,10/10,robust,seed01=-63.6;seed02=-18.9;seed03=-55.3;seed04=-50.3;seed05=-15.4;seed06=-25.4;seed07=-12.5;seed08=-48.8;seed09=-55.0;seed10=-48.4
C,orig,2f_top14,async,e2e_warm_us,10,-56.63,-69.71,-67.79,-44.65,-75.65,-28.6,10/10,robust,seed01=-75.6;seed02=-33.9;seed03=-73.2;seed04=-69.8;seed05=-33.0;seed06=-41.6;seed07=-28.6;seed08=-69.6;seed09=-70.8;seed10=-70.2
C,orig,2f_top14,async,first_query_us,10,-64.98,-78.99,-76.39,-52.88,-83.06,-36.13,10/10,robust,seed01=-83.1;seed02=-42.3;seed03=-81.4;seed04=-79.0;seed05=-41.1;seed06=-49.1;seed07=-36.1;seed08=-79.0;seed09=-79.6;seed10=-79.1
C,orig,2f_top14,pread,e2e_us,10,63.14,66.63,52.49,73.39,29.93,89.8,10/10,robust,seed01=29.9;seed02=89.8;seed03=49.2;seed04=67.0;seed05=49.3;seed06=76.1;seed07=83.0;seed08=69.0;seed09=51.9;seed10=66.3
C,orig,2f_top14,pread,e2e_warm_us,10,45.7,46.02,35.68,55.95,17.91,74.43,10/10,robust,seed01=17.9;seed02=74.4;seed03=30.9;seed04=47.6;seed05=31.7;seed06=59.9;seed07=66.8;seed08=48.2;seed09=35.2;seed10=44.4
C,orig,2f_top14,pread,first_query_us,10,-67.82,-79.54,-79.83,-55.09,-83.07,-36.55,10/10,robust,seed01=-83.1;seed02=-41.0;seed03=-81.6;seed04=-79.6;seed05=-80.1;seed06=-38.0;seed07=-36.6;seed08=-79.0;seed09=-79.9;seed10=-79.5
C,orig,2f_top28,async,e2e_us,10,-42.27,-48.05,-51.43,-32.18,-62.26,-15.07,10/10,robust,seed01=-62.3;seed02=-15.1;seed03=-53.5;seed04=-49.1;seed05=-53.5;seed06=-20.6;seed07=-21.9;seed08=-47.1;seed09=-53.1;seed10=-46.8
C,orig,2f_top28,async,e2e_warm_us,10,-59.6,-68.62,-69.29,-48.99,-74.25,-30.06,10/10,robust,seed01=-74.3;seed02=-30.1;seed03=-71.3;seed04=-68.6;seed05=-71.4;seed06=-36.8;seed07=-38.2;seed08=-67.8;seed09=-69.0;seed10=-68.7
C,orig,2f_top28,async,first_query_us,10,-69.7,-79.46,-79.99,-58.82,-83.15,-40.28,10/10,robust,seed01=-83.2;seed02=-40.3;seed03=-81.4;seed04=-79.5;seed05=-81.3;seed06=-45.7;seed07=-47.3;seed08=-79.1;seed09=-79.8;seed10=-79.5
C,orig,2f_top28,pread,e2e_us,10,63.3,67.54,53.35,72.42,33.02,82.44,10/10,robust,seed01=33.0;seed02=82.4;seed03=47.5;seed04=68.2;seed05=47.7;seed06=74.9;seed07=82.4;seed08=71.9;seed09=58.1;seed10=66.8
C,orig,2f_top28,pread,e2e_warm_us,10,45.85,46.73,36.46,54.88,21.05,67.42,10/10,robust,seed01=21.0;seed02=67.4;seed03=28.8;seed04=48.5;seed05=30.0;seed06=58.8;seed07=65.8;seed08=51.0;seed09=42.2;seed10=44.9
C,orig,2f_top28,pread,first_query_us,10,-68.28,-79.5,-79.92,-55.94,-83.07,-37.16,10/10,robust,seed01=-83.1;seed02=-41.5;seed03=-81.6;seed04=-79.5;seed05=-81.5;seed06=-40.5;seed07=-37.2;seed08=-78.9;seed09=-79.6;seed10=-79.5
C,orig,2f_top500,async,e2e_us,10,4.88,3.1,-0.76,10.47,-7.95,17.27,7/10,directional,seed01=-8.0;seed02=1.9;seed03=3.9;seed04=14.7;seed05=2.3;seed06=-7.0;seed07=-4.9;seed08=17.3;seed09=13.2;seed10=15.5
C,orig,2f_top500,async,e2e_warm_us,10,-12.51,-13.54,-16.95,-8.11,-23.14,-2.69,10/10,robust,seed01=-20.0;seed02=-13.2;seed03=-13.9;seed04=-4.9;seed05=-15.4;seed06=-23.1;seed07=-21.5;seed08=-3.7;seed09=-2.7;seed10=-6.8
C,orig,2f_top500,async,first_query_us,10,-90.07,-90.04,-90.5,-89.67,-91.09,-89.18,10/10,robust,seed01=-91.0;seed02=-90.0;seed03=-90.2;seed04=-89.4;seed05=-90.1;seed06=-91.1;seed07=-90.8;seed08=-89.2;seed09=-89.5;seed10=-89.3
C,orig,2f_top500,pread,e2e_us,10,218.21,217.3,200.0,236.53,175.15,267.14,10/10,robust,seed01=190.1;seed02=215.6;seed03=219.0;seed04=248.3;seed05=204.6;seed06=175.2;seed07=179.3;seed08=267.1;seed09=234.9;seed10=248.1
