seed,workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb
1,YCu,orig,2f_top28,pread,128,9,0,0.00,100.00,629.77,2675.46,176.47,2498.99,3305.23,3128.76,6.28,1120.00,1521.00,0.87,56914760
1,YCu,orig,2f_top28,async,128,9,0,0.00,100.00,662.39,285.71,174.19,111.52,948.10,773.91,6.28,1120.00,1522.00,0.88,56937832
1,YCu,orig,layers_5,pread,128,9,0,0.00,100.00,830.83,616.36,172.94,443.42,1447.19,1274.25,6.10,1125.00,1488.00,0.88,56938344
1,YCu,orig,layers_5,async,128,9,0,0.00,100.00,931.83,245.15,174.81,70.34,1176.98,1002.17,6.29,1125.00,1488.00,0.88,56938912
1,YCu,orig,layers_92,pread,128,9,0,0.00,100.00,593.96,8190.80,174.35,8016.45,8784.76,8610.41,5.84,1114.00,1548.00,0.88,56940984
1,YCu,orig,layers_92,async,128,9,0,0.00,100.00,658.03,377.17,176.94,200.23,1035.20,858.26,6.29,1114.00,1547.00,0.88,56941336
1,YCu,orig,baseline,baseline,128,10,0,0.00,0.00,817.20,0.00,0.00,0.00,817.20,817.20,5.94,1124.00,1487.00,0.88,56931156
1,YCu,orig,2d,pread,128,10,0,0.00,100.00,593.23,8221.78,173.72,8048.07,8815.01,8641.30,6.07,1114.00,1548.00,0.88,56932556
1,YCu,orig,2d,async,128,10,0,0.00,100.00,599.30,376.24,173.67,202.57,975.54,801.87,6.13,1114.00,1547.00,0.88,56932668
1,YCu,orig,2e_K10,pread,128,10,0,0.00,100.00,667.03,8944.70,181.20,8763.50,9611.73,9430.53,6.23,1114.00,1557.00,0.97,56932488
1,YCu,orig,2e_K10,async,128,10,0,0.00,100.00,662.46,397.25,175.68,221.57,1059.71,884.03,6.26,1114.00,1554.00,0.97,56925080
1,YCu,orig,2e_K500,pread,128,10,0,0.00,100.00,600.60,51960.27,171.84,51788.42,52560.87,52389.02,5.82,1104.00,1669.00,0.97,56927396
1,YCu,orig,2e_K500,async,128,10,0,0.00,100.00,660.39,1248.67,174.63,1074.04,1909.06,1734.43,5.94,1110.00,1644.00,0.97,56927476
1,YCu,orig,2f_slru,pread,128,10,0,0.00,100.00,109.81,103135.26,174.61,102960.66,103245.07,103070.47,1.80,0.00,1653.00,0.97,56926840
1,YCu,orig,2f_slru,async,128,10,0,0.00,100.00,102.59,42137.31,174.68,41962.63,42239.90,42065.22,1.84,0.00,1653.00,0.97,56923556
1,YCu,orig,2f_top14,pread,128,10,0,0.00,100.00,840.25,1465.52,177.09,1288.42,2305.77,2128.67,6.26,1120.00,1503.00,0.97,56928920
1,YCu,orig,2f_top14,async,128,10,0,0.00,100.00,902.94,259.51,176.02,83.49,1162.45,986.43,6.29,1120.00,1503.00,0.97,56927988
1,YCu,orig,2f_top28,pread,128,10,0,0.00,100.00,668.69,2619.90,174.08,2445.83,3288.59,3114.52,6.28,1120.00,1521.00,0.97,56927836
1,YCu,orig,2f_top28,async,128,10,0,0.00,100.00,592.92,279.76,173.12,106.65,872.68,699.57,6.14,1120.00,1521.00,1.05,56929340
1,YCu,orig,layers_5,pread,128,10,0,0.00,100.00,887.15,618.11,174.05,444.06,1505.26,1331.21,6.27,1125.00,1488.00,1.05,56928156
1,YCu,orig,layers_5,async,128,10,0,0.00,100.00,906.21,243.34,174.30,69.04,1149.55,975.25,6.31,1125.00,1488.00,1.05,56930392
1,YCu,orig,layers_92,pread,128,10,0,0.00,100.00,623.57,8069.47,174.55,7894.92,8693.04,8518.49,5.95,1114.00,1548.00,1.05,56930504
1,YCu,orig,layers_92,async,128,10,0,0.00,100.00,657.12,372.46,174.50,197.96,1029.58,855.08,6.22,1114.00,1547.00,1.05,56930904
