seed,workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb
1,YC,orig,2d,pread,128,10,0,0.00,100.00,663.14,8181.73,142.14,8039.59,8844.87,8702.73,6.17,1126.00,1515.00,0.78,56956700
1,YC,orig,2d,async,128,10,0,0.00,100.00,668.94,346.82,143.91,202.91,1015.76,871.85,6.21,1127.00,1512.00,0.78,56956384
1,YC,orig,2e_K10,pread,128,10,0,0.00,100.00,666.06,8971.08,143.65,8827.43,9637.14,9493.49,6.16,1125.00,1527.00,0.78,56957452
1,YC,orig,2e_K10,async,128,10,0,0.00,100.00,633.20,367.16,142.83,224.33,1000.36,857.53,6.18,1126.00,1524.00,0.78,56958088
1,YC,orig,2e_K500,pread,128,10,0,0.00,100.00,669.16,51624.35,139.85,51484.50,52293.51,52153.66,5.81,1126.00,1690.00,0.80,56944272
1,YC,orig,2e_K500,async,128,10,0,0.00,100.00,667.17,1141.70,142.10,999.61,1808.87,1666.78,5.83,1131.00,1676.00,0.80,56945484
1,YC,orig,2f_slru,pread,128,10,0,0.00,100.00,120.62,102165.52,141.83,102023.69,102286.14,102144.31,1.74,0.00,1652.00,0.80,56945952
1,YC,orig,2f_slru,async,128,10,0,0.00,100.00,99.84,42212.99,140.10,42072.89,42312.83,42172.73,1.74,0.00,1652.00,0.80,56942540
1,YC,orig,2f_top14,pread,128,10,0,0.00,100.00,638.02,1378.32,139.39,1238.93,2016.34,1876.95,5.88,1121.00,1476.00,0.80,56946828
1,YC,orig,2f_top14,async,128,10,0,0.00,100.00,667.59,228.15,144.79,83.36,895.74,750.95,6.06,1121.00,1476.00,0.80,56963724
1,YC,orig,2f_top28,pread,128,10,0,0.00,100.00,639.17,2602.12,141.57,2460.55,3241.29,3099.72,6.17,1123.00,1489.00,0.80,56963752
1,YC,orig,2f_top28,async,128,10,0,0.00,100.00,636.35,243.85,141.74,102.11,880.20,738.46,6.16,1123.00,1489.00,0.80,56963944
1,YC,orig,layers_5,pread,128,10,0,0.00,100.00,1025.78,586.74,145.15,441.59,1612.52,1467.37,6.18,1121.00,1464.00,0.80,56964968
1,YC,orig,layers_5,async,128,10,0,0.00,100.00,1032.63,215.59,144.78,70.80,1248.22,1103.43,6.26,1122.00,1463.00,0.80,56966680
1,YC,orig,layers_92,pread,128,10,0,0.00,100.00,663.28,8098.10,140.92,7957.17,8761.38,8620.45,5.92,1126.00,1516.00,0.82,56952632
1,YC,orig,layers_92,async,128,10,0,0.00,100.00,534.15,350.64,141.32,209.31,884.79,743.46,5.95,1127.00,1512.00,0.82,56952576
